# rank	score	word	reasons
2239	-18.28	momo	plain-shape
2240	-18.28	scaw	plain-shape
2241	-18.29	edgy	plain-shape
2242	-18.29	kora	plain-shape
2243	-18.29	sima	plain-shape
2244	-18.30	kemp	plain-shape
2245	-18.30	dosa	plain-shape
2246	-18.30	puan	plain-shape
2247	-18.31	doze	common5-fragment,plain-shape,rare-letter
2248	-18.31	quis	plain-shape,s-form,rare-letter
2249	-18.32	blup	plain-shape
2250	-18.32	nipa	plain-shape
2251	-18.33	jell	common5-fragment,rare-letter,double-final
2252	-18.35	naio	ngram-only
2253	-18.35	peba	plain-shape
2254	-18.35	hued	plain-shape
2255	-18.35	goof	ngram-only
2256	-18.36	maki	plain-shape
2257	-18.36	muta	plain-shape
2258	-18.37	ludo	plain-shape
2259	-18.38	bego	plain-shape
2260	-18.38	batt	double-final
2261	-18.39	yock	plain-shape
2262	-18.42	skeg	plain-shape
2263	-18.42	kasa	plain-shape
2264	-18.43	gulp	plain-shape
2265	-18.43	pimp	plain-shape
2266	-18.43	saki	plain-shape
2267	-18.44	viva	plain-shape
2268	-18.44	nidi	plain-shape
2269	-18.44	duad	plain-shape
2270	-18.44	doss	s-form,double-final
2271	-18.44	simp	plain-shape
2272	-18.47	fike	plain-shape
2273	-18.47	egol	plain-shape
2274	-18.48	bitt	double-final
2275	-18.48	elmy	plain-shape
2276	-18.48	iamb	plain-shape
2277	-18.48	naik	plain-shape
2278	-18.49	dieb	plain-shape
2279	-18.49	naut	plain-shape
2280	-18.49	awfu	common5-fragment,plain-shape
2281	-18.50	coff	common5-fragment,double-final
2282	-18.50	conn	double-final
2283	-18.50	pawk	plain-shape
2284	-18.50	coif	plain-shape
2285	-18.50	deva	plain-shape
2286	-18.52	swom	plain-shape
2287	-18.53	yapa	plain-shape
2288	-18.54	muid	plain-shape
2289	-18.54	widu	plain-shape
2290	-18.55	kula	plain-shape
2291	-18.56	caph	plain-shape
2292	-18.56	bogo	plain-shape
2293	-18.56	kelp	plain-shape
2294	-18.56	agua	ngram-only
2295	-18.57	baft	plain-shape
2296	-18.57	yamp	plain-shape
2297	-18.57	kapa	plain-shape
2298	-18.57	onym	plain-shape
2299	-18.58	snig	plain-shape
2300	-18.58	siva	plain-shape
2301	-18.58	suds	plain-shape,s-form
2302	-18.59	codo	plain-shape
2303	-18.60	lucy	plain-shape
2304	-18.61	bibi	plain-shape
2305	-18.61	vasu	plain-shape
2306	-18.62	knop	plain-shape
2307	-18.63	daft	plain-shape
2308	-18.63	bhat	plain-shape
2309	-18.63	degu	plain-shape
2310	-18.63	lieu	ngram-only
2311	-18.65	siss	s-form,double-final
2312	-18.65	gaup	plain-shape
2313	-18.65	homy	plain-shape
2314	-18.66	napu	plain-shape
2315	-18.69	urva	plain-shape
2316	-18.69	nevo	plain-shape
2317	-18.70	urao	ngram-only
2318	-18.70	benn	double-final
2319	-18.71	neif	plain-shape
2320	-18.71	skiv	plain-shape
2321	-18.71	ulex	plain-shape,rare-letter
2322	-18.72	redd	double-final
2323	-18.73	chub	plain-shape
2324	-18.74	pipa	plain-shape
2325	-18.74	albe	plain-shape
2326	-18.74	ooid	ngram-only
2327	-18.74	doge	plain-shape
2328	-18.75	toga	plain-shape
2329	-18.76	tosy	plain-shape
2330	-18.76	gosh	plain-shape
2331	-18.76	toph	plain-shape
2332	-18.77	iota	specialist-pattern
2333	-18.78	hyle	plain-shape
2334	-18.79	smur	plain-shape
2335	-18.79	raku	plain-shape
2336	-18.79	riff	double-final
2337	-18.80	gapy	plain-shape
2338	-18.81	plup	plain-shape
2339	-18.82	susu	plain-shape
2340	-18.83	tapu	plain-shape
2341	-18.83	faky	plain-shape
2342	-18.83	puce	plain-shape
2343	-18.84	boce	plain-shape
2344	-18.84	adda	ngram-only
2345	-18.84	fosh	plain-shape
2346	-18.84	orgy	plain-shape
2347	-18.85	yoop	ngram-only
2348	-18.85	kibe	plain-shape
2349	-18.85	ropp	double-final
2350	-18.87	cuff	common5-fragment,double-final
2351	-18.88	glub	plain-shape
2352	-18.88	glum	plain-shape,specialist-pattern
2353	-18.88	fess	s-form,double-final
2354	-18.90	kral	plain-shape
2355	-18.90	whew	plain-shape
2356	-18.91	lyre	plain-shape
2357	-18.91	odyl	plain-shape
2358	-18.93	hobo	plain-shape
2359	-18.93	uval	plain-shape
2360	-18.94	bosn	plain-shape
2361	-18.95	yaba	plain-shape
2362	-18.95	goel	plain-shape
2363	-18.97	dhan	plain-shape
2364	-18.97	affa	ngram-only
2365	-18.97	snog	plain-shape
2366	-18.98	gimp	plain-shape
2367	-18.98	asci	plain-shape
2368	-18.98	pipi	plain-shape
2369	-19.00	turb	plain-shape
2370	-19.00	dodo	plain-shape
2371	-19.01	gurr	double-final
2372	-19.02	cowy	plain-shape
2373	-19.03	pobs	plain-shape,s-form
2374	-19.03	raff	double-final
2375	-19.04	towy	plain-shape
2376	-19.04	yird	plain-shape
2377	-19.05	khir	plain-shape
2378	-19.05	lyra	plain-shape
2379	-19.05	cuss	s-form,double-final
2380	-19.07	tway	plain-shape
2381	-19.07	quet	plain-shape,rare-letter
2382	-19.08	logy	plain-shape
2383	-19.08	quid	plain-shape,rare-letter
2384	-19.09	haku	plain-shape
2385	-19.09	limn	plain-shape
2386	-19.09	leud	plain-shape
2387	-19.09	jete	plain-shape,rare-letter
2388	-19.10	huss	s-form,double-final
2389	-19.10	yelk	plain-shape
2390	-19.11	hoga	plain-shape
2391	-19.11	kola	plain-shape
2392	-19.11	niog	plain-shape
2393	-19.12	joll	common5-fragment,rare-letter,double-final
2394	-19.13	sapo	plain-shape
2395	-19.13	moki	plain-shape
2396	-19.14	turp	plain-shape
2397	-19.14	yook	ngram-only
2398	-19.15	posy	plain-shape
2399	-19.16	scun	plain-shape
2400	-19.16	sugh	plain-shape
2401	-19.16	deul	plain-shape
2402	-19.17	soum	plain-shape,specialist-pattern
2403	-19.18	guss	s-form,double-final
2404	-19.19	sody	plain-shape
2405	-19.20	cavy	plain-shape
2406	-19.20	amah	plain-shape
2407	-19.21	quot	common5-fragment,plain-shape,rare-letter
2408	-19.21	flax	plain-shape,rare-letter
2409	-19.22	wush	plain-shape
2410	-19.22	gugu	plain-shape
2411	-19.23	knur	plain-shape
2412	-19.23	epha	plain-shape
2413	-19.23	rauk	plain-shape
2414	-19.23	ankh	plain-shape
2415	-19.24	alfa	plain-shape
2416	-19.24	bouk	plain-shape
2417	-19.25	spud	plain-shape
2418	-19.26	yarr	double-final
2419	-19.26	agog	plain-shape
2420	-19.27	duny	plain-shape
2421	-19.28	swot	plain-shape
2422	-19.28	caup	plain-shape
2423	-19.28	hevi	plain-shape
2424	-19.29	impy	plain-shape
2425	-19.29	culm	plain-shape
2426	-19.29	turr	double-final
2427	-19.29	agio	ngram-only
2428	-19.30	sneb	plain-shape
2429	-19.31	sinh	plain-shape
2430	-19.31	yowl	plain-shape
2431	-19.32	turm	plain-shape
2432	-19.32	saya	plain-shape
2433	-19.33	sewn	plain-shape
2434	-19.34	phoo	double-final
2435	-19.34	feif	plain-shape
2436	-19.36	gaby	plain-shape
2437	-19.36	zeed	rare-letter
2438	-19.37	ghee	double-final
2439	-19.37	pavy	plain-shape
2440	-19.37	naos	plain-shape,s-form
2441	-19.37	peon	plain-shape
2442	-19.38	poky	plain-shape
2443	-19.38	skal	plain-shape
2444	-19.39	seax	plain-shape,rare-letter
2445	-19.40	muga	plain-shape
2446	-19.40	mudd	common5-fragment,double-final
2447	-19.42	tsia	plain-shape
2448	-19.42	pyin	plain-shape
2449	-19.42	tuba	plain-shape
2450	-19.43	iwis	plain-shape,s-form
2451	-19.44	apod	plain-shape
2452	-19.44	kayo	plain-shape
2453	-19.45	gobi	plain-shape
2454	-19.45	paup	plain-shape
2455	-19.45	kiva	plain-shape
2456	-19.46	yogi	plain-shape
2457	-19.47	voet	plain-shape
2458	-19.47	etui	ngram-only
2459	-19.48	kolo	plain-shape
2460	-19.48	smew	plain-shape
2461	-19.48	howk	plain-shape
2462	-19.49	etua	ngram-only
2463	-19.49	piss	s-form,double-final
2464	-19.50	ocht	plain-shape
2465	-19.50	ryal	plain-shape
2466	-19.50	klop	plain-shape
2467	-19.50	doab	plain-shape
2468	-19.51	yule	plain-shape
2469	-19.51	koil	plain-shape
2470	-19.51	puny	plain-shape
2471	-19.52	jert	plain-shape,rare-letter
2472	-19.52	yill	double-final
2473	-19.53	fogo	plain-shape
2474	-19.53	yaws	plain-shape,s-form
2475	-19.55	lyse	plain-shape
2476	-19.55	fiat	plain-shape
2477	-19.56	domy	plain-shape
2478	-19.56	zein	plain-shape,rare-letter
2479	-19.56	kuan	plain-shape
2480	-19.57	tanh	plain-shape
2481	-19.57	khot	plain-shape
2482	-19.57	pott	double-final
2483	-19.57	eyre	plain-shape
2484	-19.59	axle	common5-fragment,plain-shape,rare-letter
2485	-19.59	pupa	plain-shape
2486	-19.59	tutu	plain-shape
2487	-19.60	sagy	plain-shape
2488	-19.60	knab	plain-shape
2489	-19.61	cosy	plain-shape
2490	-19.61	buda	plain-shape
2491	-19.61	maya	plain-shape
2492	-19.61	turf	plain-shape
2493	-19.61	skeo	plain-shape
2494	-19.61	nosy	plain-shape
2495	-19.62	rodd	double-final
2496	-19.62	tyro	plain-shape
2497	-19.63	supa	plain-shape
2498	-19.63	borh	plain-shape
2499	-19.63	smog	plain-shape
2500	-19.64	olpe	plain-shape
2501	-19.65	yigh	plain-shape
2502	-19.67	sego	plain-shape
2503	-19.67	yagi	plain-shape
2504	-19.69	foci	plain-shape
2505	-19.71	mewl	plain-shape
2506	-19.71	kelk	plain-shape
2507	-19.71	dubs	plain-shape,s-form
2508	-19.71	eyra	plain-shape
2509	-19.72	wouf	plain-shape
2510	-19.72	cuir	plain-shape
2511	-19.75	phut	plain-shape
2512	-19.76	tuke	plain-shape
2513	-19.76	loka	plain-shape
2514	-19.76	wavy	plain-shape
2515	-19.78	bawl	plain-shape
2516	-19.78	tufa	plain-shape
2517	-19.79	kilp	plain-shape
2518	-19.80	smut	plain-shape
2519	-19.80	oxen	plain-shape,rare-letter
2520	-19.81	smee	double-final
2521	-19.82	jeel	rare-letter
2522	-19.82	swow	plain-shape
2523	-19.82	zing	plain-shape,rare-letter
2524	-19.83	kyar	plain-shape
2525	-19.83	orby	plain-shape
2526	-19.83	doby	plain-shape
2527	-19.84	fusc	plain-shape
2528	-19.85	zenu	plain-shape,rare-letter
2529	-19.85	cuke	plain-shape
2530	-19.85	sauf	plain-shape
2531	-19.86	scup	plain-shape
2532	-19.87	omao	ngram-only
2533	-19.88	dhai	plain-shape
2534	-19.88	kwan	plain-shape
2535	-19.88	yaud	plain-shape
2536	-19.88	plex	plain-shape,rare-letter
2537	-19.89	mogo	plain-shape
2538	-19.90	agha	plain-shape
2539	-19.90	huke	plain-shape
2540	-19.90	alco	plain-shape
2541	-19.90	guib	plain-shape
2542	-19.91	kuge	plain-shape
2543	-19.91	spex	plain-shape,rare-letter
2544	-19.93	yirk	plain-shape
2545	-19.94	gunl	plain-shape
2546	-19.95	axil	plain-shape,rare-letter
2547	-19.95	bott	double-final
2548	-19.96	rakh	plain-shape
2549	-19.97	fifo	plain-shape
2550	-19.98	coyo	plain-shape
2551	-20.00	klip	plain-shape
2552	-20.00	muir	plain-shape
2553	-20.02	uvea	ngram-only
2554	-20.02	sugi	plain-shape
2555	-20.03	chih	plain-shape
2556	-20.03	gyri	plain-shape
2557	-20.04	syre	plain-shape
2558	-20.04	nibs	plain-shape,s-form
2559	-20.04	dibs	plain-shape,s-form
2560	-20.05	boba	plain-shape
2561	-20.06	cawk	plain-shape
2562	-20.07	soya	plain-shape
2563	-20.10	waka	plain-shape
2564	-20.11	opah	plain-shape
2565	-20.12	ogum	plain-shape,specialist-pattern
2566	-20.12	doum	plain-shape,specialist-pattern
2567	-20.13	mawk	plain-shape
2568	-20.13	kasm	plain-shape
2569	-20.13	eyas	plain-shape,s-form
2570	-20.14	yava	plain-shape
2571	-20.14	slae	plain-shape,specialist-pattern
2572	-20.18	spug	plain-shape
2573	-20.19	kava	plain-shape
2574	-20.19	amyl	plain-shape
2575	-20.20	siak	plain-shape
2576	-20.20	bobo	plain-shape
2577	-20.20	heml	plain-shape
2578	-20.21	roey	plain-shape
2579	-20.22	ryme	plain-shape
2580	-20.23	zeta	plain-shape,rare-letter
2581	-20.23	woft	plain-shape
2582	-20.24	kusa	plain-shape
2583	-20.24	joug	plain-shape,rare-letter
2584	-20.25	gaum	plain-shape,specialist-pattern
2585	-20.26	pomp	plain-shape
2586	-20.27	rudd	double-final
2587	-20.28	puke	plain-shape
2588	-20.30	yobi	plain-shape
2589	-20.30	facy	plain-shape
2590	-20.31	yeah	plain-shape
2591	-20.31	dowf	plain-shape
2592	-20.31	flix	plain-shape,rare-letter
2593	-20.32	espy	plain-shape
2594	-20.32	gogo	plain-shape
2595	-20.33	piki	plain-shape
2596	-20.33	kago	plain-shape
2597	-20.34	snib	plain-shape
2598	-20.34	scud	plain-shape
2599	-20.34	yirm	plain-shape
2600	-20.34	euge	ngram-only
2601	-20.34	coky	plain-shape
2602	-20.34	amla	plain-shape
2603	-20.35	eyey	plain-shape
2604	-20.36	moio	ngram-only
2605	-20.36	yalb	plain-shape
2606	-20.36	ulmo	plain-shape
2607	-20.37	shih	plain-shape
2608	-20.37	ulua	ngram-only
2609	-20.38	zain	plain-shape,rare-letter
2610	-20.40	jara	plain-shape,rare-letter
2611	-20.40	scug	plain-shape
2612	-20.40	bowk	plain-shape
2613	-20.40	naze	plain-shape,rare-letter
2614	-20.41	ikat	plain-shape
2615	-20.42	baka	plain-shape
2616	-20.43	fuci	plain-shape
2617	-20.43	yurt	plain-shape
2618	-20.44	swob	plain-shape
2619	-20.44	baya	plain-shape
2620	-20.44	koto	plain-shape
2621	-20.45	egma	plain-shape
2622	-20.46	yirn	plain-shape
2623	-20.46	biod	plain-shape
2624	-20.48	repp	double-final
2625	-20.50	pugh	plain-shape
2626	-20.51	friz	plain-shape,rare-letter
2627	-20.51	davy	plain-shape
2628	-20.52	tirr	double-final
2629	-20.53	nowt	plain-shape
2630	-20.53	kagu	plain-shape
2631	-20.53	hako	plain-shape
2632	-20.53	jute	plain-shape,rare-letter
2633	-20.53	brae	plain-shape,specialist-pattern
2634	-20.54	sext	plain-shape,rare-letter
2635	-20.56	ammu	ngram-only
2636	-20.56	hunh	plain-shape
2637	-20.56	quag	plain-shape,rare-letter
2638	-20.56	mutt	double-final
2639	-20.58	etym	plain-shape
2640	-20.59	gobo	plain-shape
2641	-20.59	soka	plain-shape
2642	-20.60	myal	plain-shape
2643	-20.62	gyle	plain-shape
2644	-20.62	laet	plain-shape
2645	-20.62	duim	plain-shape
2646	-20.62	newt	plain-shape
2647	-20.63	cauk	plain-shape
2648	-20.64	moph	plain-shape
2649	-20.64	taen	plain-shape
2650	-20.64	ismy	plain-shape
2651	-20.65	baze	plain-shape,rare-letter
2652	-20.65	jape	plain-shape,rare-letter
2653	-20.66	zoon	rare-letter
2654	-20.66	quab	plain-shape,rare-letter
2655	-20.66	eddo	ngram-only
2656	-20.66	obex	plain-shape,rare-letter
2657	-20.66	yawl	plain-shape
2658	-20.67	tael	plain-shape
2659	-20.67	binh	plain-shape
2660	-20.67	paon	plain-shape
2661	-20.67	dhow	plain-shape
2662	-20.68	taum	plain-shape,specialist-pattern
2663	-20.68	skag	plain-shape
2664	-20.69	skua	plain-shape
2665	-20.70	ryot	plain-shape
2666	-20.71	lanx	plain-shape,rare-letter
2667	-20.71	uvic	plain-shape
2668	-20.72	waup	plain-shape
2669	-20.72	wulk	plain-shape
2670	-20.74	cipo	plain-shape
2671	-20.76	snug	plain-shape
2672	-20.76	utum	plain-shape,specialist-pattern
2673	-20.77	dhak	plain-shape
2674	-20.78	royt	plain-shape
2675	-20.78	awry	plain-shape
2676	-20.79	hewn	plain-shape
2677	-20.80	majo	common5-fragment,plain-shape,rare-letter
2678	-20.80	jerm	plain-shape,rare-letter
2679	-20.80	pudu	plain-shape
2680	-20.81	wirr	double-final
2681	-20.83	kmet	plain-shape
2682	-20.83	akia	ngram-only
2683	-20.83	haya	plain-shape
2684	-20.83	bhut	plain-shape
2685	-20.85	roxy	common5-fragment,plain-shape,rare-letter
2686	-20.85	buba	plain-shape
2687	-20.86	daer	plain-shape
2688	-20.86	jeep	rare-letter
2689	-20.86	jing	plain-shape,rare-letter
2690	-20.87	bevy	plain-shape
2691	-20.87	abox	plain-shape,rare-letter
2692	-20.88	bouw	plain-shape
2693	-20.88	amli	plain-shape
2694	-20.88	caum	plain-shape,specialist-pattern
2695	-20.88	taha	plain-shape
2696	-20.88	blae	plain-shape,specialist-pattern
2697	-20.89	ahey	plain-shape
2698	-20.89	dodd	double-final
2699	-20.90	yabu	plain-shape
2700	-20.90	kemb	plain-shape
2701	-20.91	syne	plain-shape
2702	-20.91	pyal	plain-shape
2703	-20.92	meio	ngram-only
2704	-20.94	baku	plain-shape
2705	-20.97	lyam	plain-shape
2706	-20.98	quaw	plain-shape,rare-letter
2707	-20.98	waer	plain-shape
2708	-20.98	kulm	plain-shape
2709	-20.99	jake	plain-shape,rare-letter
2710	-21.00	pipy	plain-shape
2711	-21.00	byon	plain-shape
2712	-21.01	bubo	plain-shape
2713	-21.01	nael	plain-shape
2714	-21.02	saum	plain-shape,specialist-pattern
2715	-21.03	odum	plain-shape,specialist-pattern
2716	-21.06	piky	plain-shape
2717	-21.06	aero	specialist-pattern
2718	-21.07	atwo	plain-shape
2719	-21.08	zant	plain-shape,rare-letter
2720	-21.08	yuck	plain-shape
2721	-21.08	pirr	double-final
2722	-21.08	snup	plain-shape
2723	-21.08	dogy	plain-shape
2724	-21.09	eyot	plain-shape
2725	-21.09	birr	double-final
2726	-21.09	bogy	plain-shape
2727	-21.10	skaw	plain-shape
2728	-21.12	affy	ngram-only
2729	-21.13	yuan	plain-shape
2730	-21.13	waff	double-final
2731	-21.13	yoky	plain-shape
2732	-21.14	gype	plain-shape
2733	-21.14	maha	plain-shape
2734	-21.14	ewry	plain-shape
2735	-21.14	gaol	plain-shape
2736	-21.15	jota	plain-shape,rare-letter
2737	-21.15	uvid	plain-shape
2738	-21.15	wauf	plain-shape
2739	-21.15	dowp	plain-shape
2740	-21.17	dhaw	plain-shape
2741	-21.19	defy	plain-shape
2742	-21.19	kopi	plain-shape
2743	-21.20	ogee	double-final
2744	-21.20	pika	plain-shape
2745	-21.21	tofu	plain-shape
2746	-21.22	faze	plain-shape,rare-letter
2747	-21.22	soph	plain-shape
2748	-21.22	amra	plain-shape
2749	-21.23	eboe	ngram-only
2750	-21.25	paha	plain-shape
2751	-21.25	wapp	double-final
2752	-21.26	hawm	plain-shape
2753	-21.26	tyke	plain-shape
2754	-21.27	nako	plain-shape
2755	-21.27	girr	double-final
2756	-21.28	vext	plain-shape,rare-letter
2757	-21.28	tivy	plain-shape
2758	-21.30	kori	plain-shape
2759	-21.30	benj	plain-shape,rare-letter
2760	-21.31	snub	plain-shape
2761	-21.31	eyne	plain-shape
2762	-21.32	jato	plain-shape,rare-letter
2763	-21.32	haet	plain-shape
2764	-21.34	kaki	plain-shape
2765	-21.35	gaen	plain-shape
2766	-21.35	typo	plain-shape
2767	-21.37	yuca	plain-shape
2768	-21.38	takt	plain-shape
2769	-21.38	aery	plain-shape,specialist-pattern
2770	-21.38	kyte	plain-shape
2771	-21.39	wull	double-final
2772	-21.41	yday	plain-shape
2773	-21.41	zink	plain-shape,rare-letter
2774	-21.41	pyla	plain-shape
2775	-21.42	eoan	specialist-pattern
2776	-21.42	domn	plain-shape
2777	-21.43	toze	plain-shape,rare-letter
2778	-21.43	oofy	ngram-only
2779	-21.44	inbe	plain-shape
2780	-21.46	dyne	plain-shape
2781	-21.46	faon	plain-shape
2782	-21.46	paho	plain-shape
2783	-21.46	byre	plain-shape
2784	-21.47	pyre	plain-shape
2785	-21.48	pooh	ngram-only
2786	-21.49	qeri	plain-shape,rare-letter
2787	-21.49	azon	plain-shape,rare-letter
2788	-21.50	jank	plain-shape,rare-letter
2789	-21.51	klom	plain-shape
2790	-21.52	jati	plain-shape,rare-letter
2791	-21.52	spae	plain-shape,specialist-pattern
2792	-21.54	lewd	plain-shape
2793	-21.56	piff	double-final
2794	-21.58	kiln	plain-shape
2795	-21.58	pahi	plain-shape
2796	-21.60	goby	plain-shape
2797	-21.61	miff	double-final
2798	-21.62	liin	ngram-only
2799	-21.63	bufo	plain-shape
2800	-21.63	wyle	plain-shape
2801	-21.64	gyre	plain-shape
2802	-21.65	gowk	plain-shape
2803	-21.66	jarg	plain-shape,rare-letter
2804	-21.66	eggy	ngram-only
2805	-21.67	untz	plain-shape,rare-letter
2806	-21.67	fumy	plain-shape
2807	-21.67	qere	plain-shape,rare-letter
2808	-21.67	whud	plain-shape
2809	-21.67	cyme	plain-shape
2810	-21.68	baho	plain-shape
2811	-21.69	zebu	plain-shape,rare-letter
2812	-21.71	atma	plain-shape
2813	-21.72	bhoy	plain-shape
2814	-21.72	wrox	plain-shape,rare-letter
2815	-21.72	anba	plain-shape
2816	-21.73	ibex	plain-shape,rare-letter
2817	-21.73	dabb	double-final
2818	-21.73	fowk	plain-shape
2819	-21.73	moyo	plain-shape
2820	-21.74	shoq	plain-shape,rare-letter
2821	-21.74	gufa	plain-shape
2822	-21.75	dyad	plain-shape
2823	-21.75	pize	plain-shape,rare-letter
2824	-21.76	huia	ngram-only
2825	-21.76	oboe	ngram-only
2826	-21.76	litz	plain-shape,rare-letter
2827	-21.76	pyro	plain-shape
2828	-21.77	coze	plain-shape,rare-letter
2829	-21.79	phew	plain-shape
2830	-21.79	gutt	double-final
2831	-21.79	smug	plain-shape
2832	-21.79	sadh	plain-shape
2833	-21.80	jupe	plain-shape,rare-letter
2834	-21.80	dika	plain-shape
2835	-21.80	calx	plain-shape,rare-letter
2836	-21.81	kyat	plain-shape
2837	-21.83	samh	plain-shape
2838	-21.83	tuik	plain-shape
2839	-21.84	jama	plain-shape,rare-letter
2840	-21.86	fizz	hint,rare-letter,double-final
2841	-21.88	akra	plain-shape
2842	-21.88	joom	rare-letter
2843	-21.90	nawt	plain-shape
2844	-21.92	whiz	plain-shape,rare-letter
2845	-21.92	gaet	plain-shape
2846	-21.93	biff	double-final
2847	-21.93	cyan	plain-shape
2848	-21.93	gyro	plain-shape
2849	-21.95	acyl	plain-shape
2850	-21.95	gyte	plain-shape
2851	-21.95	pruh	plain-shape
2852	-21.96	quey	plain-shape,rare-letter
2853	-21.96	moko	plain-shape
2854	-21.97	haec	plain-shape
2855	-21.99	zemi	plain-shape,rare-letter
2856	-22.00	sowt	plain-shape
2857	-22.00	tiao	ngram-only
2858	-22.00	evoe	ngram-only
2859	-22.00	oxea	rare-letter
2860	-22.02	koda	plain-shape
2861	-22.02	immi	ngram-only
2862	-22.02	peho	plain-shape
2863	-22.02	weki	plain-shape
2864	-22.02	haem	plain-shape
2865	-22.04	taar	ngram-only
2866	-22.05	khet	plain-shape
2867	-22.05	hyne	plain-shape
2868	-22.05	mako	plain-shape
2869	-22.06	unbe	plain-shape
2870	-22.06	whup	plain-shape
2871	-22.06	toho	plain-shape
2872	-22.06	keup	plain-shape
2873	-22.07	yogh	plain-shape
2874	-22.07	crux	plain-shape,rare-letter
2875	-22.07	fogy	plain-shape
2876	-22.08	gowf	plain-shape
2877	-22.10	feod	plain-shape
2878	-22.10	frae	plain-shape,specialist-pattern
2879	-22.10	toko	plain-shape
2880	-22.11	jilt	plain-shape,rare-letter
2881	-22.12	okia	ngram-only
2882	-22.15	ahum	plain-shape,specialist-pattern
2883	-22.15	wype	plain-shape
2884	-22.15	atmo	plain-shape
2885	-22.18	etna	plain-shape
2886	-22.19	wusp	plain-shape
2887	-22.19	gwag	plain-shape
2888	-22.19	fuye	plain-shape
2889	-22.20	leuk	plain-shape
2890	-22.20	chaa	double-final
2891	-22.21	dauw	plain-shape
2892	-22.25	hyke	plain-shape
2893	-22.25	kaik	plain-shape
2894	-22.26	kona	plain-shape
2895	-22.26	juck	plain-shape,rare-letter
2896	-22.27	acca	ngram-only
2897	-22.28	mowt	plain-shape
2898	-22.28	isba	plain-shape
2899	-22.29	waeg	plain-shape
2900	-22.29	quei	rare-letter
2901	-22.29	jina	plain-shape,rare-letter
2902	-22.30	okra	plain-shape
2903	-22.32	guao	ngram-only
2904	-22.32	quib	plain-shape,rare-letter
2905	-22.32	baff	double-final
2906	-22.33	itmo	plain-shape
2907	-22.33	zati	plain-shape,rare-letter
2908	-22.35	jowl	plain-shape,rare-letter
2909	-22.36	minx	plain-shape,rare-letter
2910	-22.38	ulna	plain-shape
2911	-22.39	daff	double-final
2912	-22.39	raad	ngram-only
2913	-22.39	jive	plain-shape,rare-letter
2914	-22.40	sawt	plain-shape
2915	-22.40	coho	plain-shape
2916	-22.41	bawd	plain-shape
2917	-22.41	teuk	plain-shape
2918	-22.41	paar	ngram-only
2919	-22.45	gaff	double-final
2920	-22.45	dewy	plain-shape
2921	-22.45	pogy	plain-shape
2922	-22.45	jink	plain-shape,rare-letter
2923	-22.48	mazy	plain-shape,rare-letter
2924	-22.50	soho	plain-shape
2925	-22.50	ycie	plain-shape
2926	-22.51	jami	plain-shape,rare-letter
2927	-22.51	wakf	plain-shape
2928	-22.51	gyne	plain-shape
2929	-22.53	scye	plain-shape
2930	-22.53	toff	double-final
2931	-22.54	pyke	plain-shape
2932	-22.55	swiz	plain-shape,rare-letter
2933	-22.56	vlei	plain-shape
2934	-22.57	zoic	plain-shape,rare-letter
2935	-22.57	moha	plain-shape
2936	-22.58	kuba	plain-shape
2937	-22.58	cyke	plain-shape
2938	-22.59	poha	plain-shape
2939	-22.60	sika	plain-shape
2940	-22.60	paal	ngram-only
2941	-22.60	tahr	plain-shape
2942	-22.63	baar	ngram-only
2943	-22.64	pewy	plain-shape
2944	-22.65	kobi	plain-shape
2945	-22.65	myna	plain-shape
2946	-22.68	snum	plain-shape,specialist-pattern
2947	-22.69	pyic	plain-shape
2948	-22.69	joch	plain-shape,rare-letter
2949	-22.69	suff	double-final
2950	-22.69	batz	plain-shape,rare-letter
2951	-22.70	buff	double-final
2952	-22.70	cyma	plain-shape
2953	-22.71	cafh	plain-shape
2954	-22.72	joss	s-form,rare-letter,double-final
2955	-22.76	jerl	plain-shape,rare-letter
2956	-22.76	wuss	s-form,double-final
2957	-22.78	knub	plain-shape
2958	-22.78	huff	double-final
2959	-22.78	ohia	ngram-only
2960	-22.79	jady	plain-shape,rare-letter
2961	-22.79	moho	plain-shape
2962	-22.79	tyee	double-final
2963	-22.79	axal	plain-shape,rare-letter
2964	-22.81	waar	ngram-only
2965	-22.81	baal	ngram-only
2966	-22.82	boho	plain-shape
2967	-22.87	guff	double-final
2968	-22.87	maux	plain-shape,rare-letter
2969	-22.88	hexa	plain-shape,rare-letter
2970	-22.89	emyd	plain-shape
2971	-22.89	faff	double-final
2972	-22.90	weka	plain-shape
2973	-22.90	lehr	plain-shape
2974	-22.92	duff	double-final
2975	-22.93	kudu	plain-shape
2976	-22.94	sudd	double-final
2977	-22.96	jocu	plain-shape,rare-letter
2978	-22.98	zira	plain-shape,rare-letter
2979	-22.99	dyce	plain-shape
2980	-23.01	gawm	plain-shape
2981	-23.02	muff	double-final
2982	-23.02	koel	plain-shape
2983	-23.05	yaya	plain-shape
2984	-23.07	koft	plain-shape
2985	-23.08	jacu	plain-shape,rare-letter
2986	-23.08	kaka	plain-shape
2987	-23.15	scry	no-vowel
2988	-23.16	kuei	ngram-only
2989	-23.20	hypo	plain-shape
2990	-23.21	fyke	plain-shape
2991	-23.22	togt	plain-shape
2992	-23.24	phoh	plain-shape
2993	-23.25	kaha	plain-shape
2994	-23.25	moff	double-final
2995	-23.26	ikra	plain-shape
